0|caf01f7d6c6e6098f5367d7177133cdd|Was sollen wir nur tun?
1|8ec26508fdc34143cfb1abdb43090721|Darf ich die Fee sein?
2|b7f533ae2c2a726f1676613ed183163a|Und welches Baujahr?
3|fd9338593b1a5ec176616b8ebbb90d2c|San Jose
4|0455288e2a3ebf437da69991e7f470a6|Wer die lauteste Hupe hat, hat Vorfahrt.
5|b2be3f90bbc7633c8879e2d7890175ab|Im Brutkasten ist es mollige siebenunddreißig Grad warm.
6|531880ef5b270c972285ee88fac5994d|Dass solche Operationen trotzdem durchgeführt werden, ist beschämend.
7|ebd1d7d442952f024a7188b93ed64f36|Induzieren Neonicotinoide das Bienensterben?
8|1797f5a0ceabd54dd277491ec85a4298|Kommst du aus den Vereinigten Staaten?
9|5150eeae76c4a3c1cee8f5d7f1516f2f|Aus der allgemeinen Gasgleichung ergibt sich, dass die Ladeluft gekühlt werden sollte.
10|4b157e013cb872b1897f1cb90d529cfe|Deshalb ist die Ministerin gerade auf einer Stippvisite in Luzern.
11|dc7e7d487858a1c1033fc13e66a2cde4|Ich weiß nicht, was du von mir willst.
12|0c8131d10ab17a5538104a29f8b47cdd|Schreib dir das hinter die Ohren!
13|6f802e30628659b3897d180523305330|Bei Johann Andreas von Segner.
14|1c4b3ddffbe779358585e71cd05a8f0f|Egal wie laut wir jetzt warnen, hinterher wird es wieder niemand kommen gesehen haben.
15|b597b00c8f22101ea0117d61aa498a8c|Den öffentlichen Personennahverkehr mit Linienbussen betreiben die Verkehrsbetriebe Hamburg-Holstein innerhalb des Hamburger Verkehrsverbundes.
16|8939cc388d0781a12ae9c44ef706aa2d|Der Zeuge ist ein bezahlter Schauspieler.
17|d4ae8523d19e4c8f1c2ea84ce9d721f8|Torben hat doch immer so viel Werkzeug.
18|349dd9b826ff5e540ee1089a25366f5a|Ich habe jetzt meinen Bürgerdialog durchgeführt und habe festgestellt, dass viele Menschen sich ehrenamtlich einbringen.
19|7fa6fcb958ac5b8367a2f0159c70c217|Genau genommen ist dies der Grund, warum Sie diesen Satz gerade vorlesen.
20|fa282f0102fd389c4e81c24aecb5024b|Folklore ist der sichtbare Ausdruck des immateriellen kulturellen Erbes.
21|9e840ab9a0e0794d63a27460a9d4e9c4|Blütenweiß,
22|2e2ba16df7559be42dd398fe44da606c|Es gibt nichts, was es nicht gibt.
23|cfecb275c412be41401f979accdab756|stelle die Helligkeit auf automatisch
24|548c9993e0c7b48805a50b3e6caf7333|Charter mir bitte einen Charterflug.
25|4c5928af121a4d688de903b4b444c9c9|Wieso? Eigentlich war es doch ganz witzig.
26|31c5795e84dc3678229f1d045faaaea9|Es kann mir keiner erzählen, dass das nicht ginge.
27|c1f73d3003b59580e0ddc2c76877adf4|Hirsch heiß ich nicht.
28|191f418c4ca2fdf02ba91d806dc5cb8c|Dies bezogen auf die Gesamtkilometer, dreißig Cent pro gefahrenen Kilometer.
29|bdf9c43a9c201463481b6a486f0eb948|Doch wie gelingt ihm diese Quadratur des Kreises?
30|1de6125a53c630988de9584680342bd2|Oxytocin beschleunigt die Wundheilung.
31|975cd9ab82abc7ad57dee395b792644b|In Scharen strömen die Leute ins Musical.
32|ce8286ffe4a1ba27eb230ce50495533c|Wissensdatenbank zurücksetzen
33|761f3ec0bdedadaadff3aa55302d5dbc|Um die Wichtigkeit der Länge zu betonen, sprechen manche auch von einer Passphrase.
34|9b677d80b95c8aa0c14170802e031eb4|Vier Stunden Autofahrt am Stück sind nichts für Leute mit Blasenschwäche.
35|e7b18d26a4818a2c76ed3533c111eef4|Die Hände auf den Rücken!
36|1b11c3918c618a2822bc28a3a1c1e4c8|automatisch
37|c8571fbe0c52d0edbb2602e42b0cc082|Willkommen in der Europäischen Union!
38|39869af00b9f52c93e06d717f696ff12|sprich
39|5d7cee2adb1c88c5baabe517e9cb28f1|Können Tausendfüßler rückwärts laufen?
40|84dc5a6bdaf267f6fc2a358a9cc5bc12|Mit sechs Gigabyte Speicher ist die Grafikkarte gut bestückt.
41|575cd7f3a76605708a160eab74a5c99d|Eigentlich geht es mich nichts an.
42|58907f60f8f22359c2acb3ab35d232c4|Und was machst du sonst so?
43|a4741200533f192daed2238808e7b9a0|Nicht schon wieder, bitte.
44|dbb2f242ae206a54823d40ab956dc27a|Nächstes Mal vielleicht.
45|2e6261ee0dba9f15e7973dc1b8a7788d|Sie klimpert ein wenig mit den Wimpern und schon bekommt sie, was sie will.
46|58d873855cf0e3bd0240955795e2ece3|Erinnerung gesetzt für Donnerstag um dreizehn Uhr
47|3b55f70bbb2842fcd07b21eb22f43cc3|Ich wette mit dir um zehn Riesen, dass er ihn entthronen wird!
48|5ac37273ff78d9bc05ef00d1328b829a|Binnen weniger Monate hatte man ein ganzes Volk ausradiert.
49|496de4be7fc89041f02eec2c03949cdd|Wie viele Leute übernehmen die Meinung anderer und glauben dann, es sei ihre eigene?
50|11fcc7e3c2365bab021aee8aa2439459|Also ich habe was dabei.
51|7cc830c3761a67eb8f0e11f0304e0ead|Im Handschuhfach müsste ein Eiskratzer liegen.
52|98147c96f337b109d3474ff9aedf2f91|Kleine Aufmerksamkeiten können der Schlüssel zum großen Glück sein.
53|8f3a5733e8e9b2367aea349440f48973|Am Straßenrand parken ein Mini und ein Sprinter.
54|39bd8c15f86e87a20dd4015ac3c80a4f|Einen Moment noch, der Kollege ist gleich da!
55|694d08465b2e500990acd6086e4ff91f|Mattermost ungelesen: sieben Erwähnungen: drei
56|a8496831be4544e670b38ddb9bc336f1|Als verwitweter Mann heiratete Aladin schließlich seine Jugendliebe Ursula.
57|0e340d0447c600af2417a2c8be66e7f6|Wie oft denn noch?
58|cd294e7161cc58b03b1f02eeb828acf5|Was verbrennen die Nachbarn da schon wieder im Ofen?
59|48a84bbc75bdfe676e161fbd8ad9acda|Wie blöd muss man sein?
60|cd8fe4ee06740746b94092859633c284|Das Katz-und-Maus-Spiel der Cracker und Kopierschutzentwickler geht in die nächste Runde.
61|fa67b96ac8e655beb8495e71c58f63df|Wenigstens bietet die Holzhütte etwas Windschutz.
62|014191f036332cd0422a44000b54bab2|Schnaufend setzt sich die Lokomotive in Bewegung.
63|d66efe1cfc7599761bd5e0fcfbad10e4|Kein Volk isst so viele Zerealien wie die Briten.
64|7917fcdbee9221418b3bd001552fcd7e|Wie muss man einen Browser benutzen, damit er sich langsam anfühlt?
65|03135c53e0a874d6b1d7bbc912e18bf8|Die meisten Menschen haben noch nie Schnee gesehen.
66|67b3f541f9e45f149a1596c33f0fd420|Deshalb können wir das den Ländern jetzt nicht direkt vorschreiben, sondern wir können nur sagen: Guckt, wir haben hier eine Verantwortung übernommen, wir sind hilfreich.
67|b7500bfae0246f0c5a951a5b90c9bec7|Was Zusammenhalt heißt, muss man den Heranwachsenden dort nicht erklären.
68|1ecfd752d5f78ac63e16798e50d8c98f|Das Labor konnte im Blut keine Antikörper nachweisen.
69|4401414587d5927acc644ad2c9c9e6e9|Frau Kröger hat es noch nicht geschnallt.
70|cad19f2bf27df9c83e8c10e37f590d22|Die Abkürzung führt über einen Feldweg.
71|f964c97c2ea3e216202ecd1240617db0|Wegen des Unterdrucks lässt sich das Marmeladenglas nur schwer öffnen.
72|fd566e7c0310b0ca0bf3ddc074e1cf78|Ja, es ist eine Funkuhr.
73|f42c3671be8a25abb279ef51e0697095|Nach zwei Flaschen ist Ende im Gelände.
74|c12b52e72b8c6bb496d259228a314501|Aber diesmal lässt du den Müll anderer Leute bitte auf der Straße liegen.
75|28f4caaf378a2b259b1cb09aac974eef|Na dann, Hals- und Beinbruch!
76|4eac880762f95ae6cf5c7410b48fade1|Der Fisch stinkt vom Kopfe her.
77|c9a2b165a31f860b5bdcb13732fbf91c|Mein Gemüsebeet ist kein Besucherparkplatz!
78|071149d0724f4eb1fb74230898427633|Es kommt sehr auf das Elternhaus an.
79|e414cd7a368dc55ece2dab644626c195|Eine investigative Journalistin versucht seit Tagen, ihn zu kontaktieren.
80|1d58dd75f70a3fab58a443dafc14dbda|Immer weiter geradeaus!
81|6996ad61ceebd030f484f8064a6e6747|Der Ball treibt ab und der Junge schwimmt hinterher.
82|477951cbe0dbdcae7359f6585c229da8|Redet der immer so geschwollen?
83|eecb7d7b541924ce9d4e1699eee5a761|Eine Krähe hackt der anderen kein Auge aus.
84|591c76a4a9d1019fd51c11c1329a37cc|Sogar noch besser als vorgestern.
85|61dbce43fe712dc9fd929819e25815ed|Tja, und einige Menschen können nicht mal mit den Ohren wackeln.
86|8a189e32417abe05d8f47edecbbe7d98|Agent vierzehn hat die Wanze erfolgreich platziert.
87|d754b608f0020fddcc2fcf5ae3b75ea0|Nur die Stärksten überleben.
88|3ca1c2c82708dfb4874ecb1bafdcf500|Die Klägerin klagte dann sogleich.
89|3d5d6213a352d79642ae5ad84d3710a5|Die Entwicklung hat rasant Fahrt aufgenommen.
90|24992f9f8b8f8fd7b6614f46a36791f9|Auf diesen Aspekt wiesen unter anderem viele Kleindichtungen hin, darunter insbesondere fingierte Grabschriften Alexanders.
91|ca2520521d0529f13ac387bb51dadd9d|Aus! Hasso Aus! Pfui!
92|44c0c386b4528af3d698f899c837a88a|Weil die Lichtschranke Radachsen zählt, fällt ein abgekoppelter Waggon auf.
93|3f9266c7371405abad8c82a1d9ee64d1|Auch die spanischsprachige Weltbevölkerung hat bisher kaum etwas geleistet.
94|38213184c35afc4ec47b98246a7294d5|Brustschwimmen ist langsamer als Kraulen.
95|13a1dfa4915cb9a04aa30abe345939a0|Was hat ihn geritten?
96|b8ec74412b784eb1695fe68b6cb598be|Aus der Schule hört man nur Negatives.
97|e1b1bb5bd0fb687bc3ae095753925efa|Semantisch war dies korrekt, jedoch nicht grammatikalisch.
98|f4ddf759724d2ba81bdc712b5a944891|Wie gut, dass es Madagaskar gibt!
99|60e95ef866429d1e0ce75ccc0ede6284|Nun hat sich der EU-Erweiterungsprozess als ein wichtiges Instrument erwiesen, um Stabilität zu fördern und Reformen anzustoßen.
100|8682f722231763e00a08048adc1e8a59|Immer neue Bedrohungen aus dem All halten die Welt in Atem.
101|9711cc3f5121a115d36cd5da74ef16f0|Zwölf Jahre lang musste Jan-Heinrich in Gera die Schulbank drücken.
102|cb1cc06da345577f1fb760e0c796e5b1|Wie wird das Wetter morgen auf Insel Usedom?
103|eed44cb9f85ed61136cf3bd825375769|Entscheide
104|880bd5bda232296fc7857982cc71f69a|A V Musik suche nach dem Lied
105|708c4265efa2608d6d90a556555af3c9|Wahrscheinlich hat er sich deswegen den ganzen Tag nicht blicken lassen.
106|bbe5eb3560096f17f59aeb7720662ffe|Die Erzeugung eines psychischen Widerhalls im Hörer durch atonale Musik täusche Sinnhaftigkeit nur vor.
107|25416e663b43d5c589ba773e572e8eec|Man möchte damit Korruption verhindern.
108|f2bab3e7d44db622902217ce89100f09|Ich würde euch so gerne schreiben, weshalb ich euren Beiträgen einen Daumen runter gebe!
109|d9b981b8fa75ad965c95077ab8e7f3cd|Wirklich gezwungen wird man ja meistens nicht.
110|db58e4eee763633c570483942df03348|Das Vergnügen ist ganz meinerseits.
111|e04e7dedd03436ad68542394751e675e|Alle vier Fälle tragen die gleiche Handschrift.
112|38f685de799bbcd781bd28ed95e3cf27|Tanzen ist Ausdruck der Gefühle.
113|7f9348af2e5470a2460b2f1777598099|Bis heute nagt an ihm, dass er seine wahren Absichten damals nicht erkannt hat.
114|c5f4371f5abaa70e5cf4cd37117a6e1b|Freischaffender Überlebenskünstler ist kein anerkannter Beruf.
115|544d2bf3e46573aece3a605e75f840ed|Ja danke, es geht ihm wieder viel besser.
116|0147903707afedb93a45589b033eabd8|Daran krankt das System.
117|5dc044205aa2b88f7e97696582691861|Immer geht es um Macht und Vorherschaft oder natürlich Rohstoffe.
118|e20f6cd46fc46018770c6dcb76aa1488|In allem, was klassische Musik angeht, spielte Italien früher die erste Geige.
119|31d5937c9f86ccb70969bffdf37c2e0f|Wir sind sehr stolz darauf, dass diese Projekte durch- und umgesetzt werden können und damit gezeigt wird, dass Deutschland sich seiner kulturellen Tradition bewusst ist.
120|2582f109c71cd264c31b5a7d35ab0fa1|War wohl doch nichts Ernstes.
121|bcda2cff80559b7947f1689fcda25710|Das muss hart für dich sein.
122|322c7dbd0e1538b53194b00198af4072|Bevor Sie mich auf die Bühne schicken, müssen Sie mich wenigstens kurz briefen.
123|1ca69f575690ebe924bba02f3f23272f|Bring doch mal den Müll raus!
124|dc2862f704bfe3f6bcb64e006d76c002|Der Rettungsdienst kümmerte sich um die Verletzten, während die Polizei die Personalien aufnahm.
125|e406154e298b49ea3b6f649a397a556d|Bringen Sie den alten Perso oder notfalls die Geburtsurkunde mit!
126|028a99f4208a9e92f91528450d387b3f|Und wenn du es auf links drehst?
127|c9b36b35a0cddb83fa5df8bb0c4e9083|Nachdenklich zog er an seiner Pfeife.
128|8d90d39b7259a85d2725814898ef9706|Außerdem gibt es in der Regel nur einen einzigen Sprecher für alle Stimmen.
129|16f3eb8c5483616063911cb356ac8d24|Ich denke, hier muss das Deutsch-Französische Jugendwerk auch noch lernen: Was muss man genau machen, um diese Jugendlichen anzusprechen?
130|aa9cf46c0df37a097a24af2a8a6e83ad|Die Uhr ist voller Sand.
131|bc2ad26d17959201f09bf9536289c94d|Hooligans erschweren die Anreise der Gastmannschaft und ihrer Fans.
132|e3beca26f30b61cbdd32671b1a6a4c75|Gemüse kann ich viel kochen, das muss ich immer selbst essen.
133|6ab5f145a0569855b34de59139998b45|Dabei wurden mitnichten nur Schmuddelfilme verliehen.
134|f25b1c217186e1dc591af4e048f853ff|Aus seiner Arbeitstasche holte der Pole einen Bunsenbrenner.
135|7728bae768628ba0265f5bdfdc5ceae6|In unserem Team fehlt noch ein Mechaniker.
136|2d9ecac238150ce0423c43f59c947cd7|Es ist eben nicht genau derselbe Traum.
137|ff4e1d98c8a74b9897780ad05c2c9d26|Ich brauche ein Zitat von Henry Ford
138|5e69fe0157743d784b8608441e027be9|Zum Beispiel erledigt Frau Wiebe Einkäufe für ihren kranken Nachbarn.
139|cd62e343d713d86833d4d02cf12f00c0|Hilfe ein Überfall!
140|7466dbbc051aa71b5a9faf7d11539bb3|Ich erstelle einen neuen Alarm für vier uhr vierunfvierzig, richtig?
141|c2e09a2cdcc061529effd9fab4a263e8|Warum kommen Sie denn auch ausgerechnet in der Mittagspause?
142|14e0fbf4e985082a548e4f01bff7e147|Die Wiese erblüht in ihrer ganzen Pracht.
143|a46220bfd97dbd987f61f57f3cf3a2b0|Ein Besen ohne Borsten ist nutzlos.
144|88fb2e2acd391075656121969a2f6d5e|Ich kann wie gesagt nur wiederholen: Die Verfassung bietet die Grundlage, auf der die politischen Parteien tätig sein können.
145|beb528e7bba724301b1442a53c336147|Setze Katzenfutter auf die Einkaufsliste!
146|23eca8c9daa3e5dea004fab1994b87c8|Was versucht die Dame eigentlich mit ihrer Schminke zu kaschieren?
147|b97962bcae89414352843b3ffdc689c6|Ich mag den verbrannten Pfannkuchen nicht essen.
148|8ec60c80a1b7ddaef6edffeec38aa3aa|Bei Föhn kann man bis zu den Alpen sehen.
149|5eeb0a058a41efc6a7c8139b159f3bf1|Als Kind hatte Marita große Träume.
150|a33f28ca2c38c84bbdf13c4177a8c739|Ich habe keinen Skill namens reminder gefunden.
151|4d076af4f9778ef6d94ee467a77fa641|Dein nächster Alarm ist um acht, in sieben Stunden ab jetzt
152|4ded4e9e3ae80536e15a6619694e2a5a|Um mit anderen zu zocken, braucht man heutzutage nicht einmal mehr grundlegende Netzwerkkenntnisse.
153|367d69227b71c1dc508ecfc5bbb3b3bb|Habt ihr die Explosion gesehen?
154|c354569e7161057fa22ccd964aba9342|Färbt das nicht ab?
155|501cc6d25a6770489b18912492a3a553|Sag bloß!
156|42b62410aa8a2ce0f97fe83da6deec31|Wir haben die Szene in einem Kurzvideo für Sie nachgestellt.
157|2f98c20111ff2c06e1bfec33133a715c|Ganz ehrlich, ich möchte nicht in ihrer Haut stecken.
158|90f7b7e35adb1e545f2c62f0fd9b1cbe|Schon mal versucht, in einem Smart die Füße hochzulegen?
159|227d0de11ed2f1d50b9d38a3c11f27a5|Frauen sind zu schwach vertreten.
160|ad44f633e9c7da63f7a51a4b2b9b4dcb|Andere versuchen dem Meeressäuger zu helfen.
161|8b6a010d70b5102393971399a40871fa|Dieses tägliche Geplärre würde ich nicht ertragen.
162|ac9c3c03dd2068ba0c30784d519b50ab|Überlegt euch mal, was wir hier gerade für ein Bild abliefern!
163|a814628c38f45ad8249bcdfc99510f0d|Alle fangen einen Fisch. Nur die Lotta fängt einen Otter.
164|1328a24b7326b34297bc525635965202|Sonntags belästigt man seine Nachbarn nicht mit Lärm.
165|cd6c74379866b13f3f39f154e10092e8|Auch auf Bauernhöfen ist das Internet angekommen.
166|07b29f73cd3d1343c44b754e099f823b|Beilagen sind manchmal ungenießbar.
167|21e043e54bd78bd4d669186703d1df86|Wie gut, dass ich nie etwas wegwerfe!
168|1f32d2c1b49b9b0c9d99bd10da107e41|Radio
169|82fcb2a0916a11ca2a0be33e7020818d|Ich stehe auf Menschen in Uniform.
170|f628dca4ecb28496b00bc0a7b1979948|Warum bietet man solchen Spinnern so viel Bildfläche?
171|0bde3c82b6d97049b887ce46adb1a513|Bloß davon läuft die Zeit halt auch nicht rückwärts.
172|34c7692223011b6153e27ae82ec1a7ae|Allergiker sollten einen Staubsauger mit Filter nehmen.
173|2380da2c34f4ed8c9a102eff3241f12b|Gotje pflückt Beeren.
174|b14faa0a2f74b0509ff05e15420049ae|mir geht es sehr gut
175|b82cf5896227b423cb4ef77b788d54ac|Natürlich trägt dazu einerseits die gute wirtschaftliche Lage bei, andererseits aber auch das niedrige Zinsniveau.
176|b4f527529ea88827c77e2977b683300e|Der Zivildienst und jetzt auch der freiwillige soziale Dienst haben hier sicherlich schon vieles verändert und auch Türen geöffnet, aber hier müssen wir auch weitermachen.
177|d0f7e51f3dfe70c77f59793249b21b64|Juhu, Papa ist schon zu Hause!
178|fc39f4db4e2c58ac965f5dbb9b71adea|Hände hoch!
179|a61d70cddedc34f370084e52a56fa843|Auf beiden Erdhalbkugeln weht der Wind meistens von Westen.
180|ddac3b56f4296fc9b698a0053ac0d18e|Wir werden alles daran setzen, dass auch bei sinkender Wirtschaftskraft durch die Krise Arbeitnehmerinnen und Arbeitnehmer möglichst viel Sicherheit für ihren Arbeitsplatz haben.
181|ae30d8ab9e6c4b99d4ff063a737a7785|Der Veranstalter der Regatta hat sich weiß Gott nicht lumpen lassen.
182|5afb003612f75299a290ebb9ed088d73|Ich hoffe, ich konnte durch die Spende meiner Stimme einen wertvollen Beitrag für die Community leisten: Thorsten Ende.
183|ff9861f0877f275b2da4faee2ccb28d6|Dank der Alarmanlage mit App-Steuerung steht das Haus effektiv offen wie ein Scheunentor.
184|93d0bfe3f68a60c1d779e137c1b9d96a|Zur Sicherheit gehe ich nur noch mit Schwimmflügeln in die Badewanne.
185|4c08a37981c9486cda7da5082258dbf8|Was ist das nur für ein Ding?
186|626385bd272e0c6bfea4893bafeb2eb1|Längst hat Sabine an ihrem neuen Wohnort Wurzeln geschlagen.
187|94d160bb7bb0b9563ba67fed32eba0a0|Dem ersten Informanten ist die Sache zu heiß geworden.
188|794641382385ca0e03728dbf2960e592|Druck wird in bar, Pascal oder Newton je Quadratmeter angegeben.
189|572bae5a95c509b6bb865e8c004f3abb|Durch gezielte Bremseingriffe versucht das System, das Fahrwerk zu stabilisieren.
190|fdee48c6661f4bc466f0b216b47c0f99|Die planlose Frau wollte nachsehen und öffnete die Dose.
191|e0dd9f59e5ac9d56785e6f0424ef8587|Freiwillige vor!
192|6eb2c0b7c4f4e5b68514cc2a0f2953f5|Einen Direktflug nach Puerto Rico werdet ihr wohl nicht finden.
193|defb1120b22c922220a59fc96faaa341|An meiner Krönung kämpfte ich gegen meinen Vater.
194|2cc93ae3c43a5b70b410b87773c244f1|Vor dem Gesetz sind alle gleich, aber manche sind gleicher als andere.
195|f6e3d038c65b4f941d8268fcf8dce94f|Unfassbar, was sich die jungen Leute für Begriffe ausdenken!
196|5f891ccd2c54484d2e14d87320eb25c8|Für das Versicherungsgeschäft wurde zusammen mit der Sparkasse Gießen die Tochtergesellschaft „S-Versicherungsservice Mittelhessen“ gegründet.
197|d27f3956e519f1f98a1a48091f62ec18|Danach blitzen alle Leuchten in schneller Abfolge noch mal auf.
198|52ec0ba434c322fa87f657df4e05ec16|Das ist unfair, so mit mir umzugehen.
199|d4c69895aaa00d6b37637f29b1b8eb1a|azurblau
200|8805d7071d4503981b9570d465892ee4|Den Schlachtruf der isländischen Fans kennt mittlerweile jeder.
201|fed594f639ea26b8f2a8b9685c83ae55|Ich würde sie am Universitätsplatz vermuten.
202|7b08794b3e1ad373ea566a4af985ebf6|Das Konzept eines Kamillenrasens spricht mich sehr an.
203|bb78b6913fbd11bc7d5eac4aed43095f|Entschuldige, habe ich dich aus dem Konzept gebracht?
204|dd7a2a93d75500921d0183d8f306d741|Als Bundeskanzlerin konnten Sie ja bereits an vielen sportlichen Großereignissen teilnehmen, beispielsweise der Fußball-Weltmeisterschaft.
205|eab96c87232fa456c5174fdccf2d8248|Vor telefonierenden Muttis im Geländewagen habe ich Angst.
206|5d115539ddca5fd94fe9cbb191ef22c1|Hat er nicht gesagt.
207|3eb0a4dabf2684da3b77ec77dc9e4fb6|Ich habe nachgedacht.
208|c1b025ccbc14cba89c73bd9173881632|Auf dem Land helfen Nachbarn sich gegenseitig.
209|5ae563b4106a9b7d7bceb6ef2cb9cde9|In einer Minute schafft er zehn Stockwerke.
210|3f735cf50b5494c5ce676060aed01954|Ausgerechnet an der Stelle ist offenbar der Kameramann eingeschlafen.
211|091e7533f2d50e2ba23f481c1b61ac7a|Herr Winter zeigte für seine Arbeit Verständnis.
212|b04ca4b6101bfa90235d3f2b9c3b2276|Keine Religion verbietet einem, Fisch zu essen.
213|ba2554f4c8082647a9b467b521fb83a5|Lass mich bloß in Ruhe!
214|be5c6c78f241f52a56e525928e767c52|Statt einer Münze geht auch so ein Chip für den Einkaufswagen.
215|759ed55c8a0d87910d477d18df51820c|Wer von euch kann gut Spuren lesen?
216|e3c071328041e5b3b779d7aef394988b|Ich muss das gleich mal recherchieren.
217|eaf718717e22187caabd1d9470539bf4|Immerhin geht es um die Thronfolge!
218|86126520d4b99f72631204e5f51afa52|In dieser Hinsicht stellt unser Planet eine Ausnahme dar.
219|44d9838cd5ad94cdc93602526d90802c|Wo habe ich schon wieder meinen Schlüssel gelassen?
220|d03515c4b6ffffe252323c77dc183e1e|Als einfachste Kämpfer besitzen sie nur eine Streitaxt.
221|0eadcfd81b40b42e946fe7cedb2e6d71|Die Kontrahenten schenken sich gegenseitig nichts.
222|5cc46c7cc8ec6019259a723a256bb683|Bug oder Feature?
223|3f45a26f686e4f1c99b07a587c755388|Deswegen appelliere ich an Sie alle, den Maßnahmen gegen Preiswucher zuzustimmen.
224|715dc31995dd8ccc4e099d2c57df062c|Warum baut Lübeck keine S-Bahn?
225|12e0c04b5f2c13b51f33abc2e9b69e74|In der Lindenstraße wurde ein neuer Penny eröffnet.
226|4bb96e85150eadc89bb48b95a35419bd|Ich vertrete hier meine Meinung. Deine musst du dir selbst bilden.
227|d2006a575ff6c47248deab6acbd4abe4|Starke Inflation führt zu Hamsterkäufen.
228|38fcd5a8eb7af46eb7a3ed5237dd58a6|Kleinkinder kann man mit dem Fernseher regelrecht hypnotisieren.
229|f5a45cc5c9dbb88ea6f41defffb37fc8|Der internationale Gerichtshof hat seinen Sitz in Den Haag.
230|d07e39548ea331aed3c68aa12521161c|Sie braucht den Kies.
231|793c500b3e7b082cf3fad70c3f2d6e5e|Vom System unterdrückte junge Fräulein warfen dem Machthaber Handküsse zu.
232|06fb36d14689e716b86c81c9cfca7b17|Wissen Sie eigentlich, was genau den Hirntod ausmacht?
233|2d6d6917ca703554609ef33bfd89b226|Ich werde persönlich alles tun und die ganze Bundesregierung und jeder verantwortliche Politiker , dass der Antisemitismus in unserem Land keine Chance hat.
234|0f51311de87ad56b04660bb40301ab47|Warum gibt man die Fläche nicht in Fußballfeldern an?
235|9e446d82bd1879db0631f2aa1b0beb59|Gefunden wurde eine Antikorrelation von Bewölkung und spektralen Signaturen von Wasser in diesen Atmosphären.
236|4cff8ab73f31151ba3804cdb3813b02c|Fehlt sonst noch irgendetwas?
237|8cb85cd3251ea66f595199d89f79ed87|Das kann man sich ruhig mal gönnen.
238|48d4b8b3025dd1d779d213e2eb813e4d|Eine ziemlich wertvolle sogar.
239|b7b259d2eeac63a726095f2496844041|Kannst du mir für diesen Sessel noch einen Stoffbezug nähen?
240|b72181ced4135c47a9a53999bfb2a080|Was solls, ich bin bereit.
241|b0e326bfaf33700dcf93552d72ebb0f3|Puh, die ist aber grell geschminkt. Na ja, wem´s gefällt.
242|5bfce09d069fae8b266def7a2f356c3e|Einige Bewohner Oberösterreichs stellen sich auf die Hinterbeine.
243|c76c576f532663040a038b0c67091d36|Läuft die Sache mit Zymny noch?
244|07c46f33410fe886b82831b1469a245b|Die Höhe des Abhängigkeitsbaums darf seine Breite nicht wesentlich überschreiten.
245|2086db5d029e983c43670a899dd60dcf|Nun ja, das sieht mir doch sehr nach Machtwechsel aus.
